1137.3181096869484,-9.121159599314623,Смешанные,"{'Импульсные': 0.0, 'Широкополосные': 1.0, 'Смешанные': 0.0}",2025-05-24 09:17:47.776690,"['🟢 Обнаружены смешанные помехи', '→ Требуется комплексный анализ спектра', '⚡ Высокая мощность сигнала - возможны искажения']"
1692.5168911961032,-12.99644362040182,Смешанные,"{'Импульсные': 0.0, 'Широкополосные': 1.0, 'Смешанные': 0.0}",2025-05-24 09:17:48.373591,"['🟢 Обнаружены смешанные помехи', '→ Требуется комплексный анализ спектра', '⚡ Высокая мощность сигнала - возможны искажения']"
1084.6800303639566,-17.325901883356707,Смешанные,"{'Импульсные': 0.0, 'Широкополосные': 1.0, 'Смешанные': 0.0}",2025-05-24 09:17:48.389634,"['🟢 Обнаружены смешанные помехи', '→ Требуется комплексный анализ спектра', '⚡ Высокая мощность сигнала - возможны искажения']"
1767.6816500087157,-41.519935721014704,Смешанные,"{'Импульсные': 0.0, 'Широкополосные': 0.97, 'Смешанные': 0.03}",2025-05-24 09:17:48.404632,"['🟢 Обнаружены смешанные помехи', '→ Требуется комплексный анализ спектра']"
2478.758895394532,-21.87683432605939,Смешанные,"{'Импульсные': 0.0, 'Широкополосные': 1.0, 'Смешанные': 0.0}",2025-05-24 09:17:48.418633,"['🟢 Обнаружены смешанные помехи', '→ Требуется комплексный анализ спектра']"
2361.068644625694,-20.819709301779532,Смешанные,"{'Импульсные': 0.0, 'Широкополосные': 1.0, 'Смешанные': 0.0}",2025-05-24 09:17:48.432631,"['🟢 Обнаружены смешанные помехи', '→ Требуется комплексный анализ спектра']"
1075.4160163468712,-28.87112805348975,Смешанные,"{'Импульсные': 0.0, 'Широкополосные': 1.0, 'Смешанные': 0.0}",2025-05-24 09:17:48.910707,"['🟢 Обнаружены смешанные помехи', '→ Требуется комплексный анализ спектра']"
2400.603661029989,-46.74236822180126,Широкополосные,"{'Импульсные': 0.0, 'Широкополосные': 0.0, 'Смешанные': 1.0}",2025-05-24 09:17:48.925706,"['🟡 Обнаружены широкополосные помехи', '→ Рекомендуется сузить полосу пропускания']"
1733.8734181037153,-7.7490234065568515,Смешанные,"{'Импульсные': 0.0, 'Широкополосные': 1.0, 'Смешанные': 0.0}",2025-05-24 09:17:48.941706,"['🟢 Обнаружены смешанные помехи', '→ Требуется комплексный анализ спектра', '⚡ Высокая мощность сигнала - возможны искажения']"
798.5762408674941,-4.966185595626811,Импульсные,"{'Импульсные': 1.0, 'Широкополосные': 0.0, 'Смешанные': 0.0}",2025-05-24 09:17:48.956706,"['🔴 Обнаружены импульсные помехи', '→ Рекомендуется использовать фильтры нижних частот', '⚡ Высокая мощность сигнала - возможны искажения']"
1479.9280545559436,-40.6414030906475,Смешанные,"{'Импульсные': 0.0, 'Широкополосные': 0.97, 'Смешанные': 0.03}",2025-05-24 09:17:48.969705,"['🟢 Обнаружены смешанные помехи', '→ Требуется комплексный анализ спектра']"
1873.5565806010466,-4.563294530058592,Смешанные,"{'Импульсные': 0.0, 'Широкополосные': 1.0, 'Смешанные': 0.0}",2025-05-24 09:34:48.952180,"['🟢 Обнаружены смешанные помехи', '→ Требуется комплексный анализ спектра', '⚡ Высокая мощность сигнала - возможны искажения']"
2133.271433822909,-15.143171370524335,Широкополосные,{'Импульсные': 1.0},2025-05-25 19:34:58.660583,"['🟡 Обнаружены широкополосные помехи', '→ Рекомендуется сузить полосу пропускания', '⚡ Высокая мощность сигнала - возможны искажения']"
1934.69449075136,-9.403445051486273,Широкополосные,{'Импульсные': 1.0},2025-05-25 19:34:58.689216,"['🟡 Обнаружены широкополосные помехи', '→ Рекомендуется сузить полосу пропускания', '⚡ Высокая мощность сигнала - возможны искажения']"
1471.569652289027,-37.54845738281378,Широкополосные,{'Импульсные': 1.0},2025-05-25 19:34:58.702823,"['🟡 Обнаружены широкополосные помехи', '→ Рекомендуется сузить полосу пропускания']"
1050.092555470159,-22.023858336719748,Широкополосные,{'Импульсные': 1.0},2025-05-25 19:34:58.720825,"['🟡 Обнаружены широкополосные помехи', '→ Рекомендуется сузить полосу пропускания']"
744.0037893386714,-11.088913632484541,Широкополосные,{'Импульсные': 1.0},2025-05-25 19:34:58.736412,"['🟡 Обнаружены широкополосные помехи', '→ Рекомендуется сузить полосу пропускания', '⚡ Высокая мощность сигнала - возможны искажения']"
